customer_id,account_age_days,total_orders,total_returns,return_rate,avg_days_to_return,avg_order_value,high_value_return_ratio,payment_method,preferred_category,complaints_filed,refund_to_wallet_pref,is_risky_return
CUST10701,1338,14,0,0.0,9.25,1724.63,0.114,Debit Card,Fashion,0,0,0
CUST10702,271,9,0,0.0,6.89,2604.64,0.591,COD,Electronics,1,0,0
CUST10703,67,7,1,0.19,10.18,2387.24,0.165,Credit Card,Footwear,1,0,0
CUST10704,296,7,1,0.088,11.2,3892.3,0.177,UPI,Footwear,0,0,0
CUST10705,160,8,3,0.328,6.9,655.6,0.631,Wallet,Footwear,1,0,1
CUST10706,422,9,0,0.053,4.55,4555.17,0.463,UPI,Electronics,0,0,0
CUST10707,84,14,0,0.015,10.38,1194.46,0.572,Credit Card,Home & Kitchen,0,0,0
CUST10708,286,4,1,0.15,9.06,405.46,0.257,UPI,Fashion,1,0,0
CUST10709,71,7,2,0.338,3.87,2106.05,0.281,Credit Card,Fashion,0,1,1
CUST10710,310,11,0,0.023,11.7,1211.87,0.348,COD,Home & Kitchen,0,1,0
CUST10711,297,14,0,0.033,11.26,2731.75,0.48,COD,Electronics,0,0,0
CUST10712,28,10,1,0.099,8.41,136.26,0.187,UPI,Fashion,0,0,0
CUST10713,50,7,1,0.117,8.59,2485.04,0.14,COD,Home & Kitchen,0,0,0
CUST10714,10,7,1,0.097,11.04,2081.75,0.141,UPI,Mobiles,1,1,0
CUST10715,21,9,1,0.072,6.15,5342.62,0.334,COD,Home & Kitchen,0,1,0
CUST10716,408,14,1,0.095,2.29,2144.41,0.385,UPI,Home & Kitchen,0,0,0
CUST10717,154,10,3,0.274,10.15,3283.64,0.299,Debit Card,Fashion,0,1,1
CUST10718,13,5,1,0.128,3.8,2797.93,0.459,COD,Footwear,0,0,0
CUST10719,42,6,0,0.047,8.86,951.84,0.184,Credit Card,Footwear,0,0,0
CUST10720,253,8,2,0.292,6.81,1708.33,0.761,COD,Home & Kitchen,1,0,1
CUST10721,131,8,0,0.052,4.96,2324.17,0.262,Credit Card,Home & Kitchen,0,0,0
CUST10722,377,7,1,0.097,11.22,3170.73,0.319,UPI,Footwear,0,0,0
CUST10723,714,8,0,0.059,13.28,2592.35,0.49,COD,Beauty,1,0,0
CUST10724,552,8,0,0.017,6.57,5076.06,0.053,COD,Beauty,1,0,0
CUST10725,1302,7,1,0.117,13.46,3410.62,0.398,UPI,Electronics,1,1,0
CUST10726,105,7,1,0.147,5.22,1679.54,0.201,COD,Mobiles,0,0,0
CUST10727,391,9,3,0.334,1.95,777.97,0.599,Credit Card,Beauty,1,1,1
CUST10728,85,6,1,0.101,4.33,1152.5,0.023,Credit Card,Footwear,0,1,0
CUST10729,7,12,10,0.823,2.76,3450.11,0.348,COD,Fashion,0,1,1
CUST10730,161,7,0,0.057,3.98,1077.73,0.602,COD,Home & Kitchen,1,0,0
CUST10731,360,8,1,0.118,8.87,597.75,0.032,COD,Electronics,1,1,0
CUST10732,21,7,2,0.235,6.28,4459.6,0.256,UPI,Beauty,0,0,1
CUST10733,262,8,1,0.096,10.41,2306.57,0.477,UPI,Footwear,0,0,0
CUST10734,53,5,0,0.034,8.25,609.73,0.114,UPI,Home & Kitchen,0,1,0
CUST10735,374,3,0,0.118,13.3,2854.14,0.548,UPI,Mobiles,0,0,0
CUST10736,805,11,2,0.165,11.78,807.56,0.334,UPI,Footwear,0,0,0
CUST10737,366,12,3,0.258,7.15,1025.95,0.567,COD,Mobiles,2,1,1
CUST10738,72,11,1,0.093,5.06,278.5,0.047,COD,Books,0,0,0
CUST10739,135,5,0,0.027,9.71,1598.25,0.264,Credit Card,Fashion,0,0,0
CUST10740,90,13,1,0.081,0.5,1505.14,0.303,COD,Electronics,0,0,0
CUST10741,21,10,3,0.253,7.69,3394.39,0.29,Wallet,Home & Kitchen,0,0,1
CUST10742,359,8,1,0.166,3.7,1070.31,0.476,Debit Card,Home & Kitchen,1,0,0
CUST10743,183,10,1,0.115,9.31,1095.3,0.624,UPI,Electronics,0,1,0
CUST10744,579,9,0,0.031,12.2,1453.44,0.231,COD,Beauty,0,0,0
CUST10745,43,6,0,0.079,12.14,982.02,0.089,Credit Card,Footwear,0,0,0
CUST10746,33,9,2,0.216,3.82,1934.93,0.455,Credit Card,Electronics,0,1,0
CUST10747,328,6,1,0.232,10.56,840.38,0.132,UPI,Home & Kitchen,0,1,1
CUST10748,482,7,1,0.121,4.1,3340.64,0.636,UPI,Fashion,0,0,0
CUST10749,289,13,2,0.124,6.03,689.34,0.048,COD,Mobiles,0,0,0
CUST10750,554,11,2,0.211,2.97,1915.11,0.825,COD,Home & Kitchen,0,1,0
CUST10751,146,7,1,0.106,12.55,476.57,0.242,Wallet,Beauty,0,0,0
CUST10752,353,8,3,0.326,1.97,4151.29,0.294,Credit Card,Fashion,0,0,1
CUST10753,250,7,1,0.102,10.4,3594.78,0.498,Credit Card,Fashion,0,1,0
CUST10754,176,13,1,0.067,13.54,5850.28,0.399,Credit Card,Beauty,1,0,0
CUST10755,32,11,2,0.154,10.79,1673.51,0.212,Debit Card,Fashion,0,0,0
CUST10756,125,12,0,0.0,15.34,1998.43,0.107,Credit Card,Fashion,1,1,0
CUST10757,321,6,2,0.317,3.24,1592.16,0.573,UPI,Fashion,0,0,1
CUST10758,418,7,0,0.026,11.9,2480.35,0.025,COD,Mobiles,0,1,0
CUST10759,74,12,1,0.104,5.47,1416.14,0.304,UPI,Fashion,0,0,0
CUST10760,201,12,1,0.107,12.78,2366.48,0.293,Credit Card,Beauty,3,1,0
CUST10761,187,10,0,0.0,9.96,1157.91,0.038,Debit Card,Home & Kitchen,0,0,0
CUST10762,598,7,1,0.133,7.43,1683.83,0.319,COD,Fashion,2,1,0
CUST10763,497,2,0,0.059,9.06,490.24,0.228,UPI,Home & Kitchen,0,1,0
CUST10764,152,6,1,0.106,7.02,1822.71,0.23,COD,Beauty,0,0,0
CUST10765,88,14,4,0.275,7.26,2357.33,0.309,UPI,Books,0,0,1
CUST10766,455,15,2,0.102,12.51,1717.15,0.174,Wallet,Fashion,0,1,0
CUST10767,344,12,6,0.485,4.55,2936.71,0.481,Wallet,Fashion,0,1,1
CUST10768,150,7,0,0.042,10.76,2730.0,0.211,UPI,Fashion,1,0,0
CUST10769,6,10,1,0.093,3.44,2237.57,0.25,Credit Card,Home & Kitchen,1,0,0
CUST10770,178,14,1,0.066,9.34,992.98,0.094,UPI,Home & Kitchen,0,0,0
CUST10771,434,6,3,0.5,2.54,1689.07,0.439,COD,Mobiles,1,1,1
CUST10772,173,8,1,0.089,4.61,2102.93,0.079,UPI,Fashion,0,1,0
CUST10773,523,7,1,0.139,9.28,1052.12,0.078,UPI,Beauty,0,0,0
CUST10774,427,3,0,0.071,6.03,1497.1,0.219,Debit Card,Fashion,0,0,0
CUST10775,5,9,1,0.14,4.67,4604.38,0.855,COD,Fashion,2,1,0
CUST10776,340,7,0,0.0,6.12,1481.74,0.055,Debit Card,Mobiles,0,0,0
CUST10777,579,10,2,0.191,4.8,452.24,0.313,COD,Beauty,0,0,0
CUST10778,106,7,0,0.042,3.73,1421.52,0.422,COD,Books,1,1,0
CUST10779,181,9,6,0.696,3.58,773.44,0.593,COD,Fashion,1,0,1
CUST10780,71,8,1,0.121,10.35,2066.5,0.099,COD,Footwear,0,1,0
CUST10781,100,15,2,0.123,7.85,1633.5,0.186,COD,Footwear,0,0,0
CUST10782,217,9,1,0.093,0.5,5548.41,0.092,Debit Card,Footwear,0,0,0
CUST10783,49,9,7,0.737,2.76,408.05,0.331,COD,Fashion,2,0,1
CUST10784,744,7,0,0.061,5.82,1135.02,0.266,UPI,Footwear,0,0,0
CUST10785,626,16,2,0.102,12.59,2181.56,0.267,COD,Books,2,1,0
CUST10786,156,3,0,0.07,7.79,2950.47,0.144,Credit Card,Footwear,0,1,0
CUST10787,468,6,1,0.088,8.48,1011.58,0.272,COD,Fashion,1,0,0
CUST10788,129,5,2,0.317,3.69,2120.98,0.426,COD,Mobiles,0,1,1
CUST10789,648,12,0,0.034,9.0,4815.2,0.334,COD,Home & Kitchen,0,0,0
CUST10790,21,11,1,0.069,8.94,264.96,0.155,Credit Card,Footwear,0,0,0
CUST10791,376,9,0,0.05,13.55,537.75,0.712,COD,Fashion,0,0,0
CUST10792,449,10,1,0.054,8.34,2726.96,0.272,COD,Home & Kitchen,0,1,0
CUST10793,1202,10,0,0.033,9.51,1895.56,0.191,UPI,Fashion,0,0,0
CUST10794,681,11,3,0.288,6.04,1076.32,0.102,Debit Card,Fashion,0,1,1
CUST10795,70,9,2,0.227,5.59,653.61,0.116,Credit Card,Footwear,0,0,0
CUST10796,202,8,1,0.139,10.14,1657.42,0.337,Debit Card,Footwear,1,0,0
CUST10797,27,8,2,0.2,8.09,2938.99,0.512,COD,Beauty,0,1,0
CUST10798,485,9,1,0.072,1.25,1998.49,0.238,COD,Mobiles,0,0,0
CUST10799,355,8,0,0.054,14.66,2337.43,0.163,Credit Card,Fashion,0,1,0
CUST10800,612,7,2,0.303,1.63,2674.47,0.104,Credit Card,Fashion,0,0,1
CUST10801,162,11,0,0.04,8.8,307.72,0.335,Credit Card,Electronics,0,1,0
CUST10802,45,8,0,0.008,12.33,3210.48,0.094,UPI,Beauty,1,1,0
CUST10803,307,7,2,0.311,3.54,801.91,0.095,UPI,Mobiles,0,1,1
CUST10804,376,8,2,0.192,1.76,4858.97,0.228,Credit Card,Fashion,0,1,0
CUST10805,419,7,1,0.211,6.07,1515.11,0.177,UPI,Mobiles,0,1,0
CUST10806,211,13,0,0.0,9.71,1764.54,0.302,COD,Fashion,0,0,0
CUST10807,87,4,1,0.224,6.54,1874.25,0.089,Debit Card,Footwear,0,0,0
CUST10808,175,5,3,0.667,3.27,2207.99,0.345,COD,Fashion,1,0,1
CUST10809,414,6,1,0.158,8.59,923.81,0.331,COD,Footwear,0,0,0
CUST10810,559,8,2,0.293,3.94,2845.92,0.102,COD,Fashion,0,1,1
CUST10811,524,10,6,0.64,2.72,2128.98,0.825,UPI,Fashion,0,1,1
CUST10812,100,9,1,0.128,8.57,3533.93,0.262,COD,Mobiles,0,1,0
CUST10813,33,7,1,0.126,12.92,652.8,0.388,COD,Fashion,0,0,0
CUST10814,694,10,1,0.065,8.35,1388.74,0.48,COD,Fashion,1,0,0
CUST10815,24,8,2,0.256,4.26,5066.31,0.315,COD,Beauty,0,0,1
CUST10816,168,9,1,0.117,7.07,1794.18,0.19,UPI,Footwear,0,0,0
CUST10817,263,7,4,0.578,7.19,3253.49,0.543,COD,Home & Kitchen,0,0,1
CUST10818,362,9,0,0.054,11.7,1015.89,0.222,Debit Card,Beauty,0,1,0
CUST10819,82,5,1,0.103,8.46,574.87,0.227,Debit Card,Footwear,0,0,0
CUST10820,186,6,1,0.111,9.78,1729.88,0.269,COD,Beauty,0,0,0
CUST10821,144,8,1,0.143,8.32,1026.89,0.084,COD,Electronics,1,1,0
CUST10822,178,10,4,0.422,3.62,2416.6,0.723,UPI,Mobiles,2,1,1
CUST10823,84,10,1,0.122,9.2,1807.12,0.403,COD,Electronics,1,1,0
CUST10824,468,5,2,0.363,2.96,2339.85,0.371,UPI,Home & Kitchen,1,0,1
CUST10825,375,6,1,0.197,3.87,3979.26,0.437,COD,Mobiles,0,0,0
CUST10826,461,9,3,0.354,9.67,2590.79,0.136,COD,Home & Kitchen,2,0,1
CUST10827,24,8,2,0.31,9.21,1556.13,0.199,UPI,Mobiles,0,0,1
CUST10828,146,10,0,0.033,4.84,598.21,0.291,Credit Card,Fashion,0,1,0
CUST10829,297,13,2,0.186,7.54,1108.29,0.168,Debit Card,Home & Kitchen,1,0,0
CUST10830,17,3,0,0.097,12.25,475.13,0.503,COD,Beauty,0,0,0
CUST10831,218,12,0,0.031,7.97,1172.1,0.116,COD,Fashion,0,1,0
CUST10832,269,9,1,0.166,7.78,1918.36,0.19,COD,Electronics,0,0,0
CUST10833,204,7,4,0.539,3.57,4446.7,0.684,COD,Footwear,0,1,1
CUST10834,517,9,2,0.203,4.66,1159.34,0.185,COD,Mobiles,1,0,0
CUST10835,18,7,1,0.103,13.29,1981.02,0.446,COD,Footwear,0,0,0
CUST10836,277,12,1,0.082,12.43,3430.84,0.293,Wallet,Mobiles,0,1,0
CUST10837,355,6,0,0.0,9.74,2793.46,0.269,Credit Card,Home & Kitchen,1,0,0
CUST10838,153,11,0,0.02,4.99,2315.34,0.12,COD,Footwear,1,0,0
CUST10839,90,11,2,0.143,4.2,2705.52,0.303,COD,Fashion,0,0,0
CUST10840,240,12,3,0.223,6.36,1357.33,0.413,UPI,Home & Kitchen,0,0,0
CUST10841,222,8,1,0.155,6.58,2789.14,0.361,Credit Card,Electronics,0,0,0
CUST10842,16,10,1,0.087,11.8,3227.27,0.104,Debit Card,Electronics,0,0,0
CUST10843,423,7,2,0.232,10.47,1312.42,0.42,Credit Card,Footwear,0,1,1
CUST10844,21,11,0,0.015,9.47,2053.37,0.203,Credit Card,Fashion,0,0,0
CUST10845,112,9,1,0.079,6.64,1755.92,0.333,UPI,Beauty,0,1,0
CUST10846,110,9,5,0.519,3.06,3829.44,0.519,Debit Card,Fashion,1,0,1
CUST10847,812,8,6,0.713,2.47,1531.67,0.508,COD,Fashion,1,0,1
CUST10848,215,13,2,0.157,11.8,2324.85,0.644,UPI,Mobiles,0,0,0
CUST10849,19,6,1,0.119,12.33,2386.05,0.253,Wallet,Fashion,0,0,0
CUST10850,1115,14,6,0.405,5.22,2422.76,0.289,COD,Mobiles,0,0,1
CUST10851,763,10,3,0.262,5.88,1203.69,0.132,UPI,Home & Kitchen,1,0,1
CUST10852,245,4,0,0.049,6.17,4119.98,0.295,COD,Footwear,1,0,0
CUST10853,94,5,0,0.032,4.66,1781.38,0.51,Wallet,Mobiles,1,1,0
CUST10854,946,6,4,0.727,2.41,1085.11,0.169,Debit Card,Electronics,0,1,1
CUST10855,47,3,0,0.0,11.24,651.65,0.405,UPI,Electronics,0,1,0
CUST10856,617,7,2,0.217,4.26,3979.12,0.505,Debit Card,Home & Kitchen,0,0,0
CUST10857,736,3,0,0.087,12.99,1363.66,0.051,UPI,Footwear,1,1,0
CUST10858,76,7,2,0.238,3.27,4411.82,0.356,Debit Card,Fashion,0,0,1
CUST10859,366,3,1,0.236,6.82,819.89,0.086,UPI,Beauty,0,0,1
CUST10860,1359,7,0,0.037,7.52,1396.54,0.376,Debit Card,Footwear,0,1,0
CUST10861,430,6,0,0.01,12.2,3129.74,0.288,UPI,Beauty,0,0,0
CUST10862,1248,10,1,0.15,5.66,2859.06,0.462,Credit Card,Fashion,0,0,0
CUST10863,897,5,0,0.0,4.14,2036.62,0.13,COD,Electronics,2,0,0
CUST10864,32,8,0,0.014,10.29,1053.65,0.172,UPI,Electronics,0,0,0
CUST10865,947,7,1,0.12,13.08,1752.49,0.242,COD,Mobiles,1,1,0
CUST10866,1368,8,1,0.105,9.1,1766.02,0.494,Credit Card,Beauty,0,0,0
CUST10867,21,11,2,0.16,4.37,1253.76,0.18,COD,Electronics,0,0,0
CUST10868,128,7,1,0.124,7.45,2802.26,0.491,Debit Card,Electronics,1,0,0
CUST10869,78,7,2,0.234,6.62,4763.07,0.371,UPI,Footwear,1,1,1
CUST10870,123,4,2,0.568,0.95,1108.0,0.586,COD,Home & Kitchen,2,1,1
CUST10871,138,7,1,0.176,4.24,10199.7,0.155,COD,Footwear,0,0,0
CUST10872,48,9,0,0.054,13.9,2106.18,0.406,COD,Electronics,0,0,0
CUST10873,384,12,5,0.423,1.27,1312.29,0.69,Credit Card,Fashion,1,0,1
CUST10874,280,5,3,0.521,2.02,966.34,0.762,UPI,Fashion,2,1,1
CUST10875,515,13,1,0.063,7.08,1331.77,0.147,Credit Card,Fashion,0,0,0
CUST10876,285,4,1,0.169,11.88,4893.72,0.091,COD,Beauty,0,0,0
CUST10877,65,13,1,0.078,12.76,1144.24,0.373,Credit Card,Fashion,0,0,0
CUST10878,35,12,1,0.101,4.72,2433.2,0.262,Debit Card,Fashion,1,0,0
CUST10879,7,6,1,0.233,7.03,1130.08,0.082,UPI,Fashion,0,1,1
CUST10880,23,5,1,0.177,9.3,2124.9,0.262,COD,Books,0,1,0
CUST10881,132,12,2,0.167,3.71,1299.1,0.159,Credit Card,Beauty,1,0,0
CUST10882,552,9,1,0.134,2.52,1209.62,0.053,COD,Electronics,0,1,0
CUST10883,459,10,0,0.05,7.68,4809.75,0.316,COD,Electronics,3,0,0
CUST10884,272,9,4,0.443,4.2,560.67,0.81,COD,Electronics,0,1,1
CUST10885,257,4,1,0.179,4.64,1526.55,0.569,COD,Electronics,0,0,0
CUST10886,1500,14,0,0.003,11.66,2338.1,0.423,Debit Card,Home & Kitchen,1,1,0
CUST10887,218,6,0,0.082,9.72,1159.76,0.468,UPI,Mobiles,0,1,0
CUST10888,23,6,0,0.024,4.61,2036.33,0.593,COD,Electronics,1,0,0
CUST10889,515,9,0,0.031,12.09,356.88,0.313,COD,Footwear,1,1,0
CUST10890,447,2,1,0.649,4.77,3015.78,0.676,Debit Card,Fashion,4,1,1
CUST10891,86,16,3,0.169,4.24,465.93,0.537,Debit Card,Electronics,0,0,0
CUST10892,85,7,0,0.06,4.87,5987.95,0.214,UPI,Beauty,0,0,0
CUST10893,255,9,1,0.151,9.42,2950.51,0.163,Debit Card,Footwear,0,1,0
CUST10894,173,5,1,0.205,2.08,1933.0,0.399,Credit Card,Electronics,0,0,0
CUST10895,385,8,2,0.283,3.85,382.15,0.143,Credit Card,Electronics,0,0,1
CUST10896,182,13,3,0.251,4.36,1495.58,0.246,UPI,Electronics,2,1,1
CUST10897,119,8,5,0.622,0.5,1753.08,0.685,COD,Fashion,0,1,1
CUST10898,760,10,3,0.263,10.14,5114.56,0.091,UPI,Fashion,0,0,1
CUST10899,235,6,0,0.002,8.51,1955.21,0.037,Credit Card,Electronics,0,1,0
CUST10900,358,6,0,0.007,11.61,1190.43,0.228,COD,Fashion,1,1,0
CUST10901,23,10,2,0.209,8.37,826.09,0.438,UPI,Fashion,1,1,0
CUST10902,375,7,1,0.168,6.81,906.81,0.345,UPI,Home & Kitchen,0,1,0
CUST10903,175,13,1,0.095,10.09,2173.58,0.327,UPI,Home & Kitchen,0,0,0
CUST10904,57,11,5,0.418,4.51,872.89,0.508,Debit Card,Fashion,2,1,1
CUST10905,262,7,1,0.146,2.55,443.85,0.072,Credit Card,Fashion,1,1,0
CUST10906,682,11,0,0.039,9.63,1872.34,0.309,UPI,Fashion,0,1,0
CUST10907,692,7,4,0.545,0.5,4055.73,0.548,COD,Home & Kitchen,0,0,1
CUST10908,89,9,5,0.586,3.29,5162.47,0.442,Debit Card,Beauty,1,1,1
CUST10909,222,2,1,0.656,1.76,795.84,0.806,Debit Card,Books,1,1,1
CUST10910,150,12,3,0.245,5.8,2018.74,0.452,UPI,Electronics,0,0,1
CUST10911,344,10,3,0.276,5.01,1233.21,0.593,COD,Mobiles,0,0,1
CUST10912,333,11,1,0.077,3.59,1610.22,0.554,UPI,Beauty,1,0,0
CUST10913,854,8,1,0.094,9.92,5303.09,0.094,UPI,Footwear,0,0,0
CUST10914,177,8,0,0.058,4.44,1344.38,0.499,COD,Beauty,0,0,0
CUST10915,273,9,3,0.322,2.13,1141.52,0.477,Wallet,Fashion,5,0,1
CUST10916,215,2,0,0.155,10.43,1365.44,0.074,COD,Fashion,0,0,0
CUST10917,312,10,1,0.074,5.94,532.23,0.244,COD,Home & Kitchen,0,1,0
CUST10918,400,4,2,0.379,4.24,1857.04,0.452,COD,Electronics,2,1,1
CUST10919,160,9,3,0.342,1.95,1620.59,0.584,COD,Mobiles,2,1,1
CUST10920,404,9,4,0.428,1.18,1485.47,0.812,UPI,Electronics,0,0,1
CUST10921,49,5,1,0.264,6.96,2893.21,0.279,UPI,Fashion,0,0,1
CUST10922,447,15,0,0.0,13.63,747.81,0.33,COD,Fashion,0,0,0
CUST10923,931,9,2,0.196,6.2,3963.05,0.208,COD,Footwear,0,0,0
CUST10924,34,9,3,0.304,6.91,2897.44,0.08,UPI,Fashion,0,0,1
CUST10925,36,11,0,0.023,4.16,3616.19,0.078,Credit Card,Fashion,0,0,0
CUST10926,39,11,3,0.308,8.83,1786.27,0.151,UPI,Fashion,0,0,1
CUST10927,433,4,0,0.109,9.65,1183.72,0.451,UPI,Electronics,0,0,0
CUST10928,1119,9,0,0.044,8.9,5609.18,0.236,UPI,Fashion,0,0,0
CUST10929,269,10,1,0.069,3.41,1033.74,0.127,UPI,Fashion,0,1,0
CUST10930,298,9,2,0.214,7.97,3027.36,0.3,Credit Card,Footwear,0,0,0
CUST10931,6,7,1,0.087,3.57,1264.14,0.243,Credit Card,Fashion,1,0,0
CUST10932,465,6,0,0.075,11.35,3140.33,0.229,COD,Footwear,1,0,0
CUST10933,667,11,2,0.155,7.06,2752.28,0.221,COD,Beauty,0,0,0
CUST10934,242,7,1,0.135,12.47,1909.35,0.351,Credit Card,Beauty,0,0,0
CUST10935,164,7,0,0.06,14.46,5309.99,0.22,UPI,Footwear,0,0,0
CUST10936,44,11,0,0.026,8.18,1099.15,0.209,Credit Card,Fashion,1,1,0
CUST10937,95,13,0,0.0,9.21,783.82,0.15,UPI,Beauty,1,0,0
CUST10938,448,11,1,0.125,9.58,1035.24,0.548,COD,Electronics,0,0,0
CUST10939,396,10,2,0.185,4.39,391.42,0.412,Debit Card,Electronics,0,0,0
CUST10940,79,5,2,0.399,5.98,570.49,0.122,Credit Card,Footwear,0,0,1
CUST10941,215,11,3,0.251,3.8,597.77,0.31,UPI,Home & Kitchen,0,0,1
CUST10942,484,6,0,0.049,9.53,2982.21,0.368,COD,Beauty,2,0,0
CUST10943,5,7,4,0.538,0.76,1220.43,0.619,Debit Card,Beauty,1,1,1
CUST10944,163,8,2,0.209,6.18,4629.22,0.206,Credit Card,Fashion,0,1,0
CUST10945,459,8,1,0.094,12.98,1802.08,0.185,Credit Card,Fashion,1,0,0
CUST10946,571,10,2,0.15,7.14,2452.27,0.168,Credit Card,Home & Kitchen,0,1,0
CUST10947,223,13,2,0.162,5.64,3915.79,0.207,COD,Mobiles,0,1,0
CUST10948,24,10,2,0.168,0.5,2379.32,0.58,UPI,Footwear,0,0,0
CUST10949,73,7,0,0.037,7.11,1302.54,0.233,COD,Fashion,0,0,0
CUST10950,404,15,2,0.159,2.97,3073.9,0.57,Credit Card,Beauty,0,0,0
CUST10951,696,8,2,0.232,5.75,1430.29,0.177,Wallet,Mobiles,0,0,1
CUST10952,1033,9,1,0.121,8.01,3272.68,0.61,Debit Card,Fashion,0,0,0
CUST10953,1167,11,1,0.119,8.97,1405.84,0.434,Debit Card,Fashion,0,0,0
CUST10954,133,10,2,0.205,3.91,2089.03,0.1,UPI,Electronics,0,0,0
CUST10955,346,12,1,0.073,5.61,1681.24,0.246,COD,Mobiles,0,0,0
CUST10956,271,7,2,0.246,6.2,2126.41,0.067,Credit Card,Footwear,0,1,1
CUST10957,219,9,1,0.078,7.07,1853.84,0.2,Credit Card,Footwear,0,1,0
CUST10958,73,9,1,0.082,8.98,2011.51,0.129,Debit Card,Fashion,0,1,0
CUST10959,123,7,2,0.279,7.59,3600.76,0.309,COD,Fashion,2,1,1
CUST10960,65,5,0,0.044,6.7,970.42,0.151,COD,Electronics,0,0,0
CUST10961,340,10,1,0.124,5.58,638.28,0.376,COD,Electronics,1,0,0
CUST10962,151,7,1,0.111,13.29,613.07,0.074,UPI,Fashion,1,0,0
CUST10963,433,5,1,0.165,8.77,708.17,0.418,UPI,Electronics,0,0,0
CUST10964,505,10,0,0.026,10.45,1059.58,0.438,UPI,Footwear,0,1,0
CUST10965,257,11,2,0.187,8.9,1249.81,0.067,Debit Card,Beauty,0,1,0
CUST10966,357,4,1,0.212,11.01,656.74,0.281,UPI,Fashion,0,1,0
CUST10967,225,5,0,0.095,8.9,1638.18,0.091,Wallet,Electronics,0,0,0
CUST10968,432,13,2,0.189,2.18,2199.07,0.214,Wallet,Home & Kitchen,0,0,0
CUST10969,101,9,1,0.068,11.08,525.94,0.167,Wallet,Fashion,1,0,0
CUST10970,83,10,1,0.129,9.63,1114.56,0.222,UPI,Beauty,0,0,0
CUST10971,928,6,0,0.02,7.17,2010.01,0.356,Wallet,Home & Kitchen,0,0,0
CUST10972,70,6,0,0.083,10.94,1946.67,0.157,COD,Footwear,0,0,0
CUST10973,863,6,1,0.143,11.61,917.94,0.289,COD,Footwear,0,1,0
CUST10974,71,11,4,0.329,4.26,2017.03,0.57,Wallet,Fashion,0,0,1
CUST10975,250,9,1,0.121,7.34,2157.19,0.393,Debit Card,Mobiles,0,0,0
CUST10976,57,4,1,0.168,4.74,4056.91,0.338,UPI,Footwear,1,0,0
CUST10977,224,11,1,0.061,11.54,2373.85,0.455,Wallet,Electronics,0,0,0
CUST10978,21,9,1,0.132,9.44,848.69,0.536,UPI,Footwear,1,1,0
CUST10979,206,5,0,0.098,7.71,1238.13,0.323,Credit Card,Electronics,0,0,0
CUST10980,230,13,2,0.159,1.38,2835.49,0.429,UPI,Fashion,0,0,0
CUST10981,175,6,1,0.245,5.64,1081.21,0.625,UPI,Fashion,0,0,1
CUST10982,114,8,1,0.073,8.69,4507.46,0.702,Credit Card,Electronics,0,0,0
CUST10983,34,8,1,0.183,4.05,737.35,0.254,COD,Electronics,0,0,0
CUST10984,475,10,2,0.191,5.0,2457.3,0.056,Debit Card,Fashion,0,1,0
CUST10985,12,9,2,0.262,7.33,1305.3,0.483,UPI,Books,2,0,1
CUST10986,37,2,0,0.116,7.31,500.14,0.175,COD,Home & Kitchen,0,1,0
CUST10987,98,12,2,0.149,7.46,1426.01,0.176,COD,Fashion,0,0,0
CUST10988,492,6,0,0.057,9.16,587.92,0.412,Credit Card,Electronics,0,0,0
CUST10989,30,13,2,0.152,11.86,1336.09,0.373,Debit Card,Fashion,0,0,0
CUST10990,67,11,3,0.239,8.61,4014.28,0.196,Wallet,Footwear,2,1,1
CUST10991,773,7,1,0.077,7.8,461.09,0.416,COD,Beauty,0,1,0
CUST10992,159,3,0,0.112,8.38,1125.81,0.269,UPI,Electronics,0,1,0
CUST10993,72,7,2,0.321,5.26,2683.29,0.162,COD,Footwear,0,0,1
CUST10994,249,11,1,0.132,9.15,1604.86,0.342,COD,Home & Kitchen,0,0,0
CUST10995,269,4,1,0.222,7.64,1457.8,0.329,COD,Electronics,1,0,0
CUST10996,113,6,0,0.0,12.53,2369.04,0.417,COD,Beauty,0,0,0
CUST10997,1391,8,0,0.055,6.12,4026.39,0.298,COD,Electronics,0,0,0
CUST10998,450,11,2,0.173,5.19,927.0,0.365,Wallet,Mobiles,1,0,0
CUST10999,398,8,1,0.095,9.57,3882.12,0.055,UPI,Fashion,0,1,0
CUST11000,965,4,1,0.223,3.46,2360.15,0.318,Debit Card,Beauty,0,1,0
CUST11001,313,8,0,0.062,8.56,2015.36,0.33,COD,Beauty,0,1,0
CUST11002,111,3,1,0.197,10.28,2284.96,0.679,Credit Card,Electronics,1,0,0
CUST11003,91,16,2,0.11,3.75,3670.91,0.055,Credit Card,Fashion,0,0,0
CUST11004,329,5,0,0.097,10.4,979.43,0.246,COD,Mobiles,0,0,0
CUST11005,135,2,0,0.089,17.36,3165.61,0.438,Debit Card,Fashion,0,0,0
CUST11006,412,9,1,0.086,8.91,1913.23,0.154,UPI,Fashion,0,0,0
CUST11007,1041,9,1,0.067,10.95,2953.48,0.452,COD,Fashion,0,0,0
CUST11008,209,8,1,0.082,3.11,474.95,0.397,UPI,Footwear,1,0,0
CUST11009,43,7,2,0.334,1.44,828.3,0.857,UPI,Fashion,1,1,1
CUST11010,152,6,1,0.229,13.19,7362.61,0.472,UPI,Electronics,2,0,0
CUST11011,747,7,1,0.082,10.25,1845.62,0.255,Credit Card,Beauty,0,0,0
